3.510517244353728756e+02;0.000000000000000000e+00;3.524109105310250243e+02;0.000000000000000000e+00;3.510517244353728756e+02
2.999999999999999645e+01;4.389788624801398242e+01;4.389788624801398242e+01;2.341322444637053835e+01;2.999999999999999645e+01
8.178678929826182298e+01;7.910660535086910272e+01;7.610211375198602468e+01;7.610211375198602468e+01;9.000000000000000000e+01
1.361021137519860247e+02;1.361021137519860247e+02;1.200000000000000142e+02;1.361021137519860247e+02;1.361021137519860247e+02
1.800000000000000000e+02;1.800000000000000000e+02;1.908933946491308973e+02;1.800000000000000000e+02;1.908933946491308973e+02
2.208933946491308973e+02;2.238978862480139753e+02;2.238978862480139753e+02;2.238978862480139753e+02;2.238978862480139753e+02
2.838978862480140037e+02;2.808933946491308689e+02;2.765867755536294794e+02;2.838978862480140037e+02;2.747150039539482123e+02
3.217867892982618514e+02;3.161021137519859963e+02;3.138978862480140037e+02;3.252849960460517877e+02;3.161021137519859963e+02
